9:
 num     #instances         #bytes  class name (module)
 287:          1186          47440  com.google.inject.spi.Dependency
 288:           388          46560  com.google.common.cache.LocalCache$Segment
 289:          1439          46048  com.google.inject.TypeLiteral
 290:            22          45408  [Lcom.aerospike.client.async.HashedWheelTimer$HashedWheelBucket;
 291:           515          45320  io.netty.util.concurrent.ScheduledFutureTask
 292:          1078          43120  java.util.concurrent.ConcurrentSkipListMap$Node (java.base@21.0.6)
 293:          1338          42816  kotlin.reflect.jvm.internal.ReflectProperties$LazySoftVal
 294:           657          42048  java.lang.reflect.Parameter (java.base@21.0.6)
 295:          1044          41760  sun.util.locale.BaseLocale$Key (java.base@21.0.6)
 296:           400          41600  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Annotation$Argument$Value
 297:           232          40832  io.netty.util.internal.InternalThreadLocalMap
 298:           558          40176  java.lang.invoke.LambdaForm (java.base@21.0.6)
 299:           488          39040  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$ValueParameter
 300:          1600          38400  io.netty.buffer.IntPriorityQueue
 301:          1584          38016  sun.reflect.generics.tree.ClassTypeSignature (java.base@21.0.6)
 302:           134          37520  java.util.concurrent.atomic.Striped64$Cell (java.base@21.0.6)
 303:          1134          36288  kotlin.reflect.jvm.internal.impl.name.FqName
 304:           338          36272  [Ljava.security.ProtectionDomain; (java.base@21.0.6)
 305:           503          36216  java.util.concurrent.ThreadPoolExecutor$Worker (java.base@21.0.6)
 306:          1095          35040  org.bouncycastle.asn1.ASN1ObjectIdentifier
 307:           420          33600  jdk.internal.ref.CleanerImpl$PhantomCleanableRef (java.base@21.0.6)
 308:           838          33520  java.lang.invoke.LambdaForm$NamedFunction (java.base@21.0.6)
 309:             8          32992  [Ljava.nio.ByteBuffer; (java.base@21.0.6)
 310:          1028          32896  com.codahale.metrics.WeightedSnapshot$WeightedSample
 311:            59          31152  [Ljava.util.concurrent.ForkJoinTask; (java.base@21.0.6)
 312:           947          30304  io.netty.handler.codec.http2.HpackHeaderField
 313:           631          30288  java.lang.Package (java.base@21.0.6)
 314:           126          30240  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Class
 315:           629          30192  java.lang.Thread$FieldHolder (java.base@21.0.6)
 316:           198          30096  java.util.jar.JarFile$JarFileEntry (java.base@21.0.6)
 317:           178          29904  org.jvnet.hk2.internal.SystemDescriptor
 318:           118          29264  io.netty.channel.epoll.EpollEventLoop
 319:           261          29232  com.google.protobuf.Descriptors$FieldDescriptor
 320:          1586          29152  [Lsun.reflect.generics.tree.TypeArgument; (java.base@21.0.6)
 321:           715          28600  java.util.LinkedList (java.base@21.0.6)
 322:           321          28248  java.nio.DirectByteBuffer (java.base@21.0.6)
 323:           503          28168  java.lang.invoke.BoundMethodHandle$Species_L (java.base@21.0.6)
 324:           703          28120  kotlin.SafePublicationLazyImpl
 325:           881          27432  [Ljava.lang.reflect.Type; (java.base@21.0.6)
 326:           262          27248  com.google.protobuf.DescriptorProtos$FieldDescriptorProto
 327:           174          26448  sun.nio.fs.UnixFileAttributes (java.base@21.0.6)
 328:           825          26400  com.github.benmanes.caffeine.cache.TimerWheel$Sentinel
 329:           550          26400  io.netty.util.Recycler$LocalPool
 330:           550          26400  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Annotation
 331:           651          26040  com.google.inject.internal.SingleParameterInjector
 332:           122          25848  [Z (java.base@21.0.6)
 333:           538          25824  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode (java.base@21.0.6)
 334:           398          25472  com.fasterxml.jackson.databind.introspect.AnnotatedMethod
 335:           624          24960  java.util.LinkedList$Node (java.base@21.0.6)
 336:          1033          24792  java.lang.Double (java.base@21.0.6)
 337:           599          23960  kotlin.SynchronizedLazyImpl
 338:           494          23712  java.lang.invoke.MethodTypeForm (java.base@21.0.6)
 339:           358          22912  java.security.AccessControlContext (java.base@21.0.6)
 340:           545          21800  java.util.concurrent.ConcurrentSkipListMap$Index (java.base@21.0.6)
 341:            94          21056  org.glassfish.hk2.internal.ConstantActiveDescriptor
 342:           174          20880  java.util.zip.ZipFile$Source (java.base@21.0.6)
